ДАТА,ДЕНЬ НЕДЕЛИ,ЧАСЫ,МИНУТЫ,ТАГ,ГОСНОМЕР,ВЪЕЗД,ВЫЕЗД,К ОПЛАТЕ
2021-11-01,0,11,34,20410724965,06CJH280,Pirot zapad , Beograd,7020
2021-11-01,0,11,35,21390376875,06CEP443,Pirot zapad , Beograd,7020
2021-11-01,0,11,38,20300542543,14GM422,Šimanovci , Adaševci,2300
2021-11-01,0,11,39,19200563203,CB0379KB,Beograd , Pirot istok,7280
2021-11-01,0,11,40,19241030014,34HY2624,Preljina , Obrenovac,2560
2021-11-01,0,11,41,19451086979,14DZ014,Vodanj , Beograd,770
2021-11-01,0,11,43,21320619543,31HG471,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,11,45,19451046247,DJ307CF,Šimanovci , Adaševci,2300
2021-11-01,0,11,45,20400877443,34PA0685,Aleksinački rudnici , Ražanj,510
2021-11-01,0,11,47,19221139538,E2148MT,Šid , Sremska Mitrovica,1300
2021-11-01,0,11,49,20410680803,34DJU696,Dimitrovgrad , Beograd,7860
2021-11-01,0,11,49,21390376842,31AGD240,Stara Pazova , Subotica,3810
2021-11-01,0,11,51,20400877203,PK7386BP,Vladičin Han , Beograd,7390
2021-11-01,0,11,51,20410680134,52ACB661,Šid , Šimanovci,2580
2021-11-01,0,11,52,20300611819,31BD831,Dimitrovgrad , Beograd,7860
2021-11-01,0,11,55,19241032465,38PU460,Šid , Šimanovci,2580
2021-11-01,0,11,56,19451036446,14AT634,Šid , Šimanovci,2580
2021-11-01,0,11,57,19451087290,58ABU631,Šimanovci , Šid,2580
2021-11-01,0,12,3,19221133713,RI205ZM,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,12,7,19231125592,PGGH747,Preševo , Beograd,8910
2021-11-01,0,12,13,20300773304,38YZ520,Subotica , Stara Pazova,3810
2021-11-01,0,12,16,19440718211,CB2526AM,Šimanovci , Adaševci,2300
2021-11-01,0,12,20,19231026048,34CPT66,Pirot zapad , Beograd,7020
2021-11-01,0,12,25,19460014285,KA582GS,Šimanovci , Adaševci,2300
2021-11-01,0,12,26,19231093998,16ADS547,Šid , Šimanovci,2580
2021-11-01,0,12,27,20400854640,RA2782AC,Stara Pazova , Subotica,3810
2021-11-01,0,12,28,18230599104,VA109AK,Beograd , Jagodina,1460
2021-11-01,0,12,29,19451079628,42AGY738,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,12,29,19451086557,42ACK739,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,12,29,21320600543,VU685EG,Novi Sad Sever , Žednik,1810
2021-11-01,0,12,31,20410536955,35ATS122,Beograd , Preševo,8910
2021-11-01,0,12,33,20410724692,42AIM034,Niš Malča , Dimitrovgrad,2160
2021-11-01,0,12,33,20410724924,42AIM026,Niš Malča , Dimitrovgrad,2160
2021-11-01,0,12,34,20400877658,34BH7853,Smederevo , Beograd,1070
2021-11-01,0,12,35,20300655451,16ANK457,Beograd , Dimitrovgrad,9310
2021-11-01,0,12,38,19241030253,34CKF987,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,38,20300655683,34EGT644,Pirot istok , Dimitrovgrad,570
2021-11-01,0,12,39,19451124655,34DCC801,Šid , Šimanovci,2580
2021-11-01,0,12,39,20300773197,34EMU874,Šid , Šimanovci,2580
2021-11-01,0,12,39,20300773619,33B0052,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,39,21320608272,34EJJ183,Šid , Šimanovci,2580
2021-11-01,0,12,41,20300655949,34DVG903,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,42,20400953459,31AJ904,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,43,19241032432,14FB778,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,43,20300663026,34EBM60,Šimanovci , Šid,2580
2021-11-01,0,12,43,20410724965,06CJH280,Šimanovci , Ruma,880
2021-11-01,0,12,44,21320619642,31AGJ735,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,44,21390376875,06CEP443,Šimanovci , Ruma,880
2021-11-01,0,12,46,19440718567,CA8586XK,Beograd , Niš Malča,5690
2021-11-01,0,12,46,19451046296,CB2526BM,Mali Požarevac , Dimitrovgrad,7390
2021-11-01,0,12,46,19451079958,16AKC481,Mali Požarevac , Dimitrovgrad,7390
2021-11-01,0,12,47,19221153513,34FP3736,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,47,21320608116,CB2526KT,Beograd , Dimitrovgrad,7860
2021-11-01,0,12,48,19241030881,CB0024HM,Beograd , Mali Požarevac,460
2021-11-01,0,12,51,19441088804,CEUE363,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,12,57,19451080360,81EL917,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,12,58,18370326433,NI251EG,Niš istok , Merošina,80
2021-11-01,0,13,2,20400890354,A45M020,Sremska Mitrovica , Šimanovci,1250
2021-11-01,0,13,4,19241030014,34HY2624,Šimanovci , Šid,2580
2021-11-01,0,13,8,21390376677,06CJH846,Pirot zapad , Beograd,7020
2021-11-01,0,13,8,21390376792,06BMP515,Pirot zapad , Beograd,7020
2021-11-01,0,13,9,21250614431,35AZU711,Dimitrovgrad , Beograd,7860
2021-11-01,0,13,12,19451034904,33DCU41,Stara Pazova , Subotica,3810
2021-11-01,0,13,12,21390376925,33DAY92,Stara Pazova , Subotica,3810
2021-11-01,0,13,17,19241020031,RI1432A,Šid , Šimanovci,2580
2021-11-01,0,13,19,21320610500,07ARP360,Obrenovac , Preljina,2560
2021-11-01,0,13,22,19241031525,54GC966,Šimanovci , Šid,2580
2021-11-01,0,13,22,21390376206,NJW329,Novi Sad Jug , Kovilj,450
2021-11-01,0,13,23,19450392543,34HZ2832,Šimanovci , Šid,2580
2021-11-01,0,13,31,20400907489,23ABU321,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,13,33,20400890271,RA8618AB,Preševo , Beograd,8910
2021-11-01,0,13,33,20400949440,RA5808AB,Preševo , Beograd,8910
2021-11-01,0,13,34,19221153679,42FNN90,Šid , Šimanovci,2580
2021-11-01,0,13,34,20400877203,PK7386BP,Šimanovci , Adaševci,2300
2021-11-01,0,13,35,19440696219,22UP471,Šimanovci , Adaševci,2300
2021-11-01,0,13,35,20410536146,22ABR129,Šimanovci , Adaševci,2300
2021-11-01,0,13,37,15450109515,VA083PD,Pojate , Batočina,720
2021-11-01,0,13,37,20300773866,61TL480,Beograd , Pirot zapad,7020
2021-11-01,0,13,37,20410724825,61ADN609,Beograd , Pirot zapad,7020
2021-11-01,0,13,37,21320608397,14ABA414,Beograd , Pirot zapad,7020
2021-11-01,0,13,41,19231111915,34CMD99,Pirot zapad , Niš Malča,1320
2021-11-01,0,13,41,19231185935,34UA4071,Pirot zapad , Niš Malča,1320
2021-11-01,0,13,45,19440718112,31AVN24,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,13,47,20300655709,42FD778,Stara Pazova , Subotica,3810
2021-11-01,0,13,47,20300773155,33AIB133,Subotica , Stara Pazova,3810
2021-11-01,0,13,47,20410729618,BG2025ET,Smederevo , Batočina,1300
2021-11-01,0,13,49,19231026477,42DBY63,Dimitrovgrad , Pirot istok,570
2021-11-01,0,13,50,18230599104,VA109AK,Jagodina , Batočina,270
2021-11-01,0,13,50,19231125592,PGGH747,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,13,50,19241026111,14NB518,Šid , Šimanovci,2580
2021-11-01,0,13,50,19241026780,42AEJ472,Šid , Šimanovci,2580
2021-11-01,0,13,50,19241030360,14BG551,Šid , Šimanovci,2580
2021-11-01,0,13,54,19231026923,42DJE38,Šid , Šimanovci,2580
2021-11-01,0,13,56,19241005354,14GM897,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,0,19460014343,A87T353,Beograd , Mali Požarevac,460
2021-11-01,0,14,1,19241030790,14BB651,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,1,19441088077,14BB225,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,1,20300655931,14GM722,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,7,20300658059,34CHE637,Stara Pazova , Subotica,3810
2021-11-01,0,14,8,19451035042,42AGT754,Bela Palanka , Beograd,6420
2021-11-01,0,14,8,19451046627,61K15590,Pirot zapad , Beograd,7020
2021-11-01,0,14,9,19231182262,42FET80,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,9,19451026819,K467KC60,Preljina , Obrenovac,2560
2021-11-01,0,14,11,19241031384,42ACK759,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,11,19440800811,CECN880,Ruma , Kuzmin,1020
2021-11-01,0,14,14,21250582422,38ZV386,Pirot zapad , Beograd,7020
2021-11-01,0,14,14,21320608231,38HM641,Pirot zapad , Beograd,7020
2021-11-01,0,14,14,21390376719,38AFN709,Pirot zapad , Beograd,7020
2021-11-01,0,14,21,19441088804,CEUE363,Novi Sad Sever , Vrbas,730
2021-11-01,0,14,22,19451035083,34BMD652,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,26,19241005305,E18T614,Morović , Šimanovci,2300
2021-11-01,0,14,29,18230544746,VA066YU,Lajkovac , Preljina,790
2021-11-01,0,14,29,19460014715,34CZH615,Niš Malča , Beograd,5690
2021-11-01,0,14,29,20300655287,BT3475KC,Paraćin , Beograd,3500
2021-11-01,0,14,30,20410680936,16ARZ10,Šimanovci , Šid,2580
2021-11-01,0,14,30,20410724585,16ASR33,Šimanovci , Šid,2580
2021-11-01,0,14,33,20300658307,42AJA819,Pirot istok , Beograd,7280
2021-11-01,0,14,34,19231011388,SK689RR,Preševo , Beograd,8910
2021-11-01,0,14,35,20400877443,34PA0685,Ražanj , Niš Malča,1570
2021-11-01,0,14,40,20410724775,81FS462,Dimitrovgrad , Beograd,7860
2021-11-01,0,14,41,20410679110,PA2224BC,Mali Požarevac , Umčari,160
2021-11-01,0,14,42,19440719995,LJ27TVG,Preljina , Obrenovac,2560
2021-11-01,0,14,46,19451086979,14DZ014,Šimanovci , Šid,2580
2021-11-01,0,14,48,20300773577,31AGR329,Beograd , Pirot istok,7280
2021-11-01,0,14,50,20400885560,PB9678XT,Vladičin Han , Smederevo,6320
2021-11-01,0,14,55,19451046197,OG0507MM,Sremska Mitrovica , Kuzmin,640
2021-11-01,0,14,55,20400879522,RI3874L,Šimanovci , Šid,2580
2021-11-01,0,14,55,20410680407,PB4146XT,Vladičin Han , Smederevo,6320
2021-11-01,0,14,56,19450397831,28K1080,Beograd , Pirot zapad,7020
2021-11-01,0,14,58,20300611637,68ABS934,Subotica , Stara Pazova,3810
2021-11-01,0,14,58,21320610757,68AAN990,Subotica , Stara Pazova,3810
2021-11-01,0,15,0,20410679110,PA2224BC,Umčari , Beograd,630
2021-11-01,0,15,1,16450172925,NI237FA,Merošina , Niš istok,80
2021-11-01,0,15,1,18370326433,NI251EG,Merošina , Niš istok,80
2021-11-01,0,15,1,19221167109,NI164ZB,Niš jug , Niš istok,50
2021-11-01,0,15,2,19431001809,RI6145F,Šimanovci , Šid,2580
2021-11-01,0,15,2,20410732125,34ZBS35,Stara Pazova , Subotica,3810
2021-11-01,0,15,4,19231026048,34CPT66,Šimanovci , Šid,2580
2021-11-01,0,15,5,21250616964,35FS524,Stara Pazova , Subotica,3810
2021-11-01,0,15,5,21320608181,81FA460,Stara Pazova , Subotica,3810
2021-11-01,0,15,11,20300542345,CB9101KP,Paraćin , Beograd,3500
2021-11-01,0,15,11,20400907034,16KRK19,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,15,13,19440800324,GOUH658,Šimanovci , Adaševci,2300
2021-11-01,0,15,18,16330814258,VA081DH,Pojate , Jagodina,440
2021-11-01,0,15,18,19451047260,16AJV912,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,15,18,21250582778,34GJS55,Dimitrovgrad , Beograd,7860
2021-11-01,0,15,25,19231111832,34CGM205,Pirot zapad , Beograd,7020
2021-11-01,0,15,25,20400879365,34DTB807,Pirot zapad , Beograd,7020
2021-11-01,0,15,26,20410680167,PB2248TT,Vladičin Han , Beograd,7390
2021-11-01,0,15,28,19231093857,14GM905,Dimitrovgrad , Beograd,7860
2021-11-01,0,15,31,19460014558,A074KT60,Preljina , Obrenovac,2960
2021-11-01,0,15,33,19460014376,K93O214,Morović , Ruma,1430
2021-11-01,0,15,33,20400890552,RA8613AB,Preševo , Beograd,8910
2021-11-01,0,15,34,19440800464,ZG1383FE,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,15,38,16330870029,VA109XJ,Pojate , Batočina,720
2021-11-01,0,15,39,19451090591,RI7171B,Šid , Šimanovci,2580
2021-11-01,0,15,39,20400879647,BT6607AE,Vrbas , Novi Sad Sever,730
2021-11-01,0,15,44,19231026477,42DBY63,Pirot zapad , Niš Malča,1320
2021-11-01,0,15,46,19441078912,34BET590,Stara Pazova , Subotica,3810
2021-11-01,0,15,50,21320619543,31HG471,Niš Malča , Beograd,5690
2021-11-01,0,15,51,19451047344,VZ1036TT,Šid , Šimanovci,2580
2021-11-01,0,15,53,19241005354,14GM897,Šimanovci , Šid,2580
2021-11-01,0,15,53,20400879472,PGJU616,Leskovac centar , Beograd,6100
2021-11-01,0,15,55,20410724494,38UN560,Dimitrovgrad , Beograd,7860
2021-11-01,0,15,56,20400890354,A45M020,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,15,58,20410728487,14FB093,Lajkovac , Preljina,1600
2021-11-01,0,16,0,20410679326,RI5733E,Šimanovci , Šid,2580
2021-11-01,0,16,3,19241020619,RA1000AC,Preševo , Beograd,8910
2021-11-01,0,16,6,20300773338,33AHH683,Beograd , Niš Malča,5690
2021-11-01,0,16,9,19440719995,LJ27TVG,Šimanovci , Adaševci,2300
2021-11-01,0,16,9,20300655931,14GM722,Šimanovci , Šid,2580
2021-11-01,0,16,10,21390376677,06CJH846,Šimanovci , Šid,2580
2021-11-01,0,16,10,21390376792,06BMP515,Šimanovci , Šid,2580
2021-11-01,0,16,15,20300773494,34EIM917,Subotica , Stara Pazova,3810
2021-11-01,0,16,15,21250614662,34EIN113,Subotica , Stara Pazova,3810
2021-11-01,0,16,16,20400890271,RA8618AB,Stara Pazova , Subotica,3810
2021-11-01,0,16,16,20400949440,RA5808AB,Stara Pazova , Subotica,3810
2021-11-01,0,16,18,19231026394,34KB8202,Pirot zapad , Beograd,7020
2021-11-01,0,16,18,21320619063,07ATJ074,Stara Pazova , Subotica,3810
2021-11-01,0,16,19,19440718732,38ADH535,Beograd , Dimitrovgrad,7860
2021-11-01,0,16,19,19450427240,34KU0408,Beograd , Dimitrovgrad,7860
2021-11-01,0,16,20,20300611231,34PRK17,Pirot zapad , Beograd,7020
2021-11-01,0,16,21,20400877658,34BH7853,Šimanovci , Šid,2580
2021-11-01,0,16,22,21390376206,NJW329,Kovilj , Novi Sad Jug,450
2021-11-01,0,16,24,20410680134,52ACB661,Beograd , Niš sever,5340
2021-11-01,0,16,25,19451035083,34BMD652,Šimanovci , Šid,2580
2021-11-01,0,16,26,19460014855,E18M803,Šimanovci , Kuzmin,1900
2021-11-01,0,16,26,20410724742,06CJH811,Dimitrovgrad , Beograd,7860
2021-11-01,0,16,26,20410731986,K07J790,Kuzmin , Šimanovci,1900
2021-11-01,0,16,26,20410732596,E81M485,Kuzmin , Šimanovci,1900
2021-11-01,0,16,28,19241032846,34LZ0814,Šid , Šimanovci,2580
2021-11-01,0,16,30,20410728818,VA160CB,Jagodina , Batočina,270
2021-11-01,0,16,31,19451080030,81EL133,Šid , Šimanovci,2580
2021-11-01,0,16,32,21390376677,06CJH846,Šid , Morović,240
2021-11-01,0,16,32,21390376792,06BMP515,Šid , Morović,240
2021-11-01,0,16,34,20300658307,42AJA819,Šimanovci , Adaševci,2300
2021-11-01,0,16,35,19231011388,SK689RR,Šimanovci , Adaševci,2300
2021-11-01,0,16,35,20400890446,CEPE234,Šid , Šimanovci,2580
2021-11-01,0,16,36,19221139272,OG0507IR,Šimanovci , Adaševci,2300
2021-11-01,0,16,40,20300663273,34EGY414,Pirot zapad , Smederevo,5940
2021-11-01,0,16,40,20410724775,81FS462,Šimanovci , Adaševci,2300
2021-11-01,0,16,44,19241020841,UE071PS,Obrenovac , Preljina,2560
2021-11-01,0,16,54,20410679110,PA2224BC,Šimanovci , Šid,2580
2021-11-01,0,16,59,20290937174,34DMK263,Stara Pazova , Subotica,3810
2021-11-01,0,16,59,21250614431,35AZU711,Stara Pazova , Subotica,3810
2021-11-01,0,17,2,19231185935,34UA4071,Niš Malča , Beograd,5690
2021-11-01,0,17,3,19231111915,34CMD99,Niš Malča , Beograd,5690
2021-11-01,0,17,3,21250582547,7ARP354,Niš Malča , Beograd,5690
2021-11-01,0,17,7,20400879639,A161CY60,Pojate , Leskovac jug,2700
2021-11-01,0,17,9,19460014558,A074KT60,Stara Pazova , Vrbas,2170
2021-11-01,0,17,11,20400953020,NNK344,Požarevac , Beograd,1110
2021-11-01,0,17,11,20410680548,PB2103XP,Smederevo , Pirot istok,6210
2021-11-01,0,17,12,19231093857,14GM905,Šimanovci , Šid,2580
2021-11-01,0,17,13,20410680134,52ACB661,Niš sever , Pirot zapad,1680
2021-11-01,0,17,18,20400877252,81ABS507,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,19,19221140544,34YP0314,Šid , Šimanovci,2580
2021-11-01,0,17,19,20300655774,81FK165,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,19,20400907943,81AAK690,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,20,19231111154,07DJY18,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,20,20410680167,PB2248TT,Šimanovci , Adaševci,2300
2021-11-01,0,17,21,20400879332,NMSM768,Leskovac jug , Preševo,2410
2021-11-01,0,17,21,20410724759,33RS572,Smederevo , Dimitrovgrad,6790
2021-11-01,0,17,25,19241026517,42AEJ456,Bela Palanka , Dimitrovgrad,1440
2021-11-01,0,17,25,19451046494,ST4066E,Šid , Šimanovci,2580
2021-11-01,0,17,26,19241032457,14GM946,Pirot istok , Dimitrovgrad,570
2021-11-01,0,17,26,20300658737,42FD559,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,26,20410728271,14ABD978,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,26,21250614522,33FF098,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,27,19450392295,42EC440,Smederevo , Dimitrovgrad,6790
2021-11-01,0,17,27,19451047252,33ADT902,Beograd , Dimitrovgrad,9310
2021-11-01,0,17,27,20300655121,34DOJ969,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,27,20300773718,38HT052,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,28,20300513551,42CCZ30,Beograd , Dimitrovgrad,7860
2021-11-01,0,17,31,20400879472,PGJU616,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,17,32,20410536419,T17A151,Kuzmin , Šimanovci,1900
2021-11-01,0,17,36,20410680944,PB8533TP,Smederevo , Pirot istok,6210
2021-11-01,0,17,36,20410729550,PB0226HB,Smederevo , Pirot istok,6210
2021-11-01,0,17,37,19231125691,34KB8404,Šid , Šimanovci,2580
2021-11-01,0,17,37,19451079776,35ALD157,Šid , Šimanovci,2580
2021-11-01,0,17,40,19451079750,42AGT782,Dimitrovgrad , Beograd,7860
2021-11-01,0,17,40,20400877302,07DFU25,Dimitrovgrad , Beograd,7860
2021-11-01,0,17,47,20400879688,LJ16AVK,Preljina , Obrenovac,2560
2021-11-01,0,17,48,19441088077,14BB225,Stara Pazova , Subotica,3810
2021-11-01,0,17,49,19241030790,14BB651,Stara Pazova , Subotica,3810
2021-11-01,0,17,53,19241031020,42ACK755,Dimitrovgrad , Beograd,7860
2021-11-01,0,18,3,20300542345,CB9101KP,Stara Pazova , Vrbas,2170
2021-11-01,0,18,4,19231026394,34KB8202,Šimanovci , Šid,2580
2021-11-01,0,18,4,19450422555,34KU0301,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,18,4,19460014137,PZ640DV,Dimitrovgrad , Beograd,7860
2021-11-01,0,18,4,20300773767,31EF500,Subotica , Stara Pazova,3810
2021-11-01,0,18,4,21250582778,34GJS55,Stara Pazova , Subotica,3810
2021-11-01,0,18,5,20400890552,RA8613AB,Stara Pazova , Subotica,3810
2021-11-01,0,18,6,19231182544,42AEJ020,Dimitrovgrad , Beograd,7860
2021-11-01,0,18,7,20410680381,42AIN306,Dimitrovgrad , Beograd,7860
2021-11-01,0,18,16,19221139751,OG0507RR,Šimanovci , Adaševci,2300
2021-11-01,0,18,16,19231111832,34CGM205,Šimanovci , Šid,2580
2021-11-01,0,18,16,20400879365,34DTB807,Šimanovci , Šid,2580
2021-11-01,0,18,22,20410731952,34PRK45,Niš Malča , Beograd,5690
2021-11-01,0,18,27,19431047653,35ASH205,Preševo , Beograd,8910
2021-11-01,0,18,27,19431047935,35ASE900,Preševo , Beograd,8910
2021-11-01,0,18,30,20300658513,34FM0723,Pojate , Pirot zapad,3210
2021-11-01,0,18,33,20410536807,ZG9297HA,Umčari , Beograd,630
2021-11-01,0,18,36,20400907034,16KRK19,Niš Malča , Beograd,5690
2021-11-01,0,18,36,20400953020,NNK344,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,18,38,19231111923,34SU0083,Šid , Šimanovci,2580
2021-11-01,0,18,40,19241020619,RA1000AC,Šimanovci , Šid,2580
2021-11-01,0,18,41,19221133820,LJ48PFR,Batočina , Beograd,2370
2021-11-01,0,18,43,19231185497,34CJV855,Beograd , Niš Malča,5690
2021-11-01,0,18,45,20300663695,34BJ0603,Šid , Šimanovci,2980
2021-11-01,0,18,46,19221153679,42FNN90,Beograd , Niš Malča,5690
2021-11-01,0,18,46,19450427935,34BTB627,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,18,47,19450397229,34PJ3436,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,18,49,21390376313,42AJZ644,Dimitrovgrad , Beograd,7860
2021-11-01,0,18,54,19431047182,38UN185,Šid , Šimanovci,2580
2021-11-01,0,19,5,19431001528,RI6977D,Šid , Šimanovci,2580
2021-11-01,0,19,11,19231182544,42AEJ020,Šimanovci , Ruma,880
2021-11-01,0,19,13,20400890446,CEPE234,Beograd , Pojate,3800
2021-11-01,0,19,14,20400885479,14FM520,Šid , Šimanovci,2580
2021-11-01,0,19,14,20400902787,14NC815,Šid , Šimanovci,2580
2021-11-01,0,19,16,20410536922,16AHK307,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,19,17,20400877302,07DFU25,Šimanovci , Šid,2580
2021-11-01,0,19,19,19231026923,42DJE38,Beograd , Niš Malča,5690
2021-11-01,0,19,21,21390376313,42AJZ644,Beograd , Mali Požarevac,460
2021-11-01,0,19,23,20400879688,LJ16AVK,Šimanovci , Sremska Mitrovica,1250
2021-11-01,0,19,32,21390376768,38UN527,Pirot istok , Leskovac centar,2830
2021-11-01,0,19,36,19451034599,31AER122,Dimitrovgrad , Beograd,7860
2021-11-01,0,19,36,21390376271,34ENJ108,Dimitrovgrad , Beograd,7860
2021-11-01,0,19,36,21390376727,67AG461,Stara Pazova , Subotica,3810
2021-11-01,0,19,40,19450411442,38DM460,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,19,41,20410729790,E428KT60,Ruma , Leskovac jug,9310
2021-11-01,0,19,45,20300663695,34BJ0603,Beograd , Mali Požarevac,460
2021-11-01,0,19,48,19221167893,CO6300BM,Dimitrovgrad , Paraćin,4360
2021-11-01,0,19,49,19231111915,34CMD99,Šimanovci , Šid,2580
2021-11-01,0,19,49,19231185935,34UA4071,Šimanovci , Šid,2580
2021-11-01,0,19,49,20300663174,PB0362TA,Smederevo , Pirot istok,6210
2021-11-01,0,19,49,20410680449,PB3582CP,Smederevo , Pirot istok,6210
2021-11-01,0,19,52,19221133820,LJ48PFR,Šimanovci , Sremska Mitrovica,1250
2021-11-01,0,19,55,20400879647,BT6607AE,Novi Sad Jug , Stara Pazova,1430
2021-11-01,0,19,56,19450411707,CEJA338,Subotica , Novi Sad Sever,2370
2021-11-01,0,19,57,20410731952,34PRK45,Šimanovci , Šid,2580
2021-11-01,0,20,0,21320608033,10AEK946,Šid , Šimanovci,2580
2021-11-01,0,20,4,19431047935,35ASE900,Šimanovci , Šid,2580
2021-11-01,0,20,5,19431047653,35ASH205,Šimanovci , Šid,2580
2021-11-01,0,20,7,20300838834,35AYY837,Niš sever , Pojate,1540
2021-11-01,0,20,7,20410536542,35AJZ294,Dimitrovgrad , Pojate,4050
2021-11-01,0,20,7,21320608280,35BAG945,Niš sever , Pojate,1540
2021-11-01,0,20,10,20410536807,ZG9297HA,Šimanovci , Adaševci,2300
2021-11-01,0,20,18,21390376917,45KK368,Dimitrovgrad , Beograd,7860
2021-11-01,0,20,26,19241028687,07AAC430,Šid , Šimanovci,2580
2021-11-01,0,20,30,19231093733,34SE0674,Šid , Šimanovci,2580
2021-11-01,0,20,38,19451047344,VZ1036TT,Beograd , Pirot zapad,7020
2021-11-01,0,20,40,19460016694,34BTB824,Dimitrovgrad , Beograd,7860
2021-11-01,0,20,44,21250582547,7ARP354,Stara Pazova , Subotica,3810
2021-11-01,0,20,46,21390376230,34DKY982,Pirot zapad , Beograd,7020
2021-11-01,0,20,51,20300663273,34EGY414,Stara Pazova , Subotica,3810
2021-11-01,0,20,58,20410728487,14FB093,Pojate , Pirot istok,3480
2021-11-01,0,20,59,19451079875,81EL875,Beograd , Dimitrovgrad,7860
2021-11-01,0,21,0,21250614944,38ACG872,Pirot zapad , Beograd,7020
2021-11-01,0,21,1,20300773916,33R4557,Subotica , Stara Pazova,3810
2021-11-01,0,21,1,20300838651,34DFF889,Pirot istok , Dimitrovgrad,570
2021-11-01,0,21,3,19450397401,81EG438,Subotica , Stara Pazova,3810
2021-11-01,0,21,8,19450427224,CB2864PK,Beograd , Dimitrovgrad,7860
2021-11-01,0,21,8,20400877823,10AAJ424,Vranje , Dimitrovgrad,5270
2021-11-01,0,21,8,20400953764,34DTL603,Mali Požarevac , Dimitrovgrad,7390
2021-11-01,0,21,9,19221140213,34FC4569,Beograd , Dimitrovgrad,7860
2021-11-01,0,21,9,19231111121,38LJ984,Beograd , Dimitrovgrad,9310
2021-11-01,0,21,9,20300773676,33AFM806,Dimitrovgrad , Beograd,7860
2021-11-01,0,21,9,21390376552,33AFM800,Beograd , Beograd,9310
2021-11-01,0,21,10,19221153265,33AAU811,Beograd , Dimitrovgrad,9310
2021-11-01,0,21,10,21390376271,34ENJ108,Šimanovci , Adaševci,2300
2021-11-01,0,21,11,19241032176,22AAS420,Niš Malča , Dimitrovgrad,2160
2021-11-01,0,21,12,19231026428,34UG1672,Beograd , Dimitrovgrad,7860
2021-11-01,0,21,12,19431047745,07AOK619,Pirot istok , Dimitrovgrad,570
